年,週,月,開始日,終了日,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,32,8,2025-08-04,2025-08-10,鳥取県,1525,52.59
2025,32,8,2025-08-04,2025-08-10,島根県,1027,51.35
2025,32,8,2025-08-04,2025-08-10,岡山県,2650,53.0
2025,32,8,2025-08-04,2025-08-10,広島県,4182,44.02
2025,32,8,2025-08-04,2025-08-10,山口県,3578,56.79
2025,32,8,2025-08-04,2025-08-10,徳島県,1409,42.7
2025,32,8,2025-08-04,2025-08-10,香川県,1896,47.4
2025,32,8,2025-08-04,2025-08-10,愛媛県,2540,68.65
2025,32,8,2025-08-04,2025-08-10,高知県,1585,41.71
2025,32,8,2025-08-04,2025-08-10,福岡県,5343,43.8
2025,32,8,2025-08-04,2025-08-10,佐賀県,1255,52.29
2025,32,8,2025-08-04,2025-08-10,長崎県,3014,59.1
2025,32,8,2025-08-04,2025-08-10,熊本県,3804,52.83
2025,32,8,2025-08-04,2025-08-10,大分県,3269,56.36
2025,32,8,2025-08-04,2025-08-10,宮崎県,1521,54.32
2025,32,8,2025-08-04,2025-08-10,鹿児島県,3927,68.89
2025,32,8,2025-08-04,2025-08-10,沖縄県,2204,48.98
2025,33,8,2025-08-11,2025-08-17,総数,120683,34.14
2025,33,8,2025-08-11,2025-08-17,北海道,5235,34.44
2025,33,8,2025-08-11,2025-08-17,青森県,1677,33.54
2025,33,8,2025-08-11,2025-08-17,岩手県,1575,38.41
2025,33,8,2025-08-11,2025-08-17,宮城県,1535,27.91
2025,33,8,2025-08-11,2025-08-17,秋田県,936,39.0
2025,33,8,2025-08-11,2025-08-17,山形県,1236,38.63
2025,33,8,2025-08-11,2025-08-17,福島県,2022,42.13
2025,33,8,2025-08-11,2025-08-17,茨城県,3317,53.5
2025,33,8,2025-08-11,2025-08-17,栃木県,1932,52.22
2025,33,8,2025-08-11,2025-08-17,群馬県,1668,50.55
2025,33,8,2025-08-11,2025-08-17,埼玉県,7936,62.0
2025,33,8,2025-08-11,2025-08-17,千葉県,5339,34.01
2025,33,8,2025-08-11,2025-08-17,東京都,12394,35.31
2025,33,8,2025-08-11,2025-08-17,神奈川県,8496,44.95
2025,33,8,2025-08-11,2025-08-17,新潟県,1953,38.29
2025,33,8,2025-08-11,2025-08-17,富山県,1585,36.86
2025,33,8,2025-08-11,2025-08-17,石川県,1538,32.72
2025,33,8,2025-08-11,2025-08-17,福井県,942,24.15
2025,33,8,2025-08-11,2025-08-17,山梨県,602,17.2
2025,33,8,2025-08-11,2025-08-17,長野県,2213,30.74
2025,33,8,2025-08-11,2025-08-17,岐阜県,1194,26.53
2025,33,8,2025-08-11,2025-08-17,静岡県,4037,29.04
2025,33,8,2025-08-11,2025-08-17,愛知県,5703,34.99
2025,33,8,2025-08-11,2025-08-17,三重県,1877,30.27
2025,33,8,2025-08-11,2025-08-17,滋賀県,1714,32.96
2025,33,8,2025-08-11,2025-08-17,京都府,1932,31.67
2025,33,8,2025-08-11,2025-08-17,大阪府,5017,17.24
2025,33,8,2025-08-11,2025-08-17,兵庫県,3027,20.45
2025,33,8,2025-08-11,2025-08-17,奈良県,776,22.82
2025,33,8,2025-08-11,2025-08-17,和歌山県,1214,26.98
2025,33,8,2025-08-11,2025-08-17,鳥取県,1000,34.48
2025,33,8,2025-08-11,2025-08-17,島根県,979,48.95
2025,33,8,2025-08-11,2025-08-17,岡山県,1775,35.5
2025,33,8,2025-08-11,2025-08-17,広島県,2054,24.75
2025,33,8,2025-08-11,2025-08-17,山口県,1956,31.05
2025,33,8,2025-08-11,2025-08-17,徳島県,759,22.32
2025,33,8,2025-08-11,2025-08-17,香川県,1499,37.48
2025,33,8,2025-08-11,2025-08-17,愛媛県,1629,44.03
2025,33,8,2025-08-11,2025-08-17,高知県,1391,36.61
2025,33,8,2025-08-11,2025-08-17,福岡県,3679,30.16
2025,33,8,2025-08-11,2025-08-17,佐賀県,745,31.04
2025,33,8,2025-08-11,2025-08-17,長崎県,1684,33.02
2025,33,8,2025-08-11,2025-08-17,熊本県,2456,34.59
2025,33,8,2025-08-11,2025-08-17,大分県,2493,42.98
2025,33,8,2025-08-11,2025-08-17,宮崎県,1185,43.89
2025,33,8,2025-08-11,2025-08-17,鹿児島県,2737,48.02
2025,33,8,2025-08-11,2025-08-17,沖縄県,2040,45.33
2025,34,8,2025-08-18,2025-08-24,総数,180714,47.57
2025,34,8,2025-08-18,2025-08-24,北海道,6833,41.16
2025,34,8,2025-08-18,2025-08-24,青森県,2369,45.56
2025,34,8,2025-08-18,2025-08-24,岩手県,3015,73.54
2025,34,8,2025-08-18,2025-08-24,宮城県,3431,62.38
2025,34,8,2025-08-18,2025-08-24,秋田県,1110,44.4
2025,34,8,2025-08-18,2025-08-24,山形県,2165,56.97
2025,34,8,2025-08-18,2025-08-24,福島県,2699,56.23
2025,34,8,2025-08-18,2025-08-24,茨城県,4244,62.41
2025,34,8,2025-08-18,2025-08-24,栃木県,3169,68.89
2025,34,8,2025-08-18,2025-08-24,群馬県,3297,74.93
2025,34,8,2025-08-18,2025-08-24,埼玉県,10958,65.23
2025,34,8,2025-08-18,2025-08-24,千葉県,9909,53.85
2025,34,8,2025-08-18,2025-08-24,東京都,16587,41.99
2025,34,8,2025-08-18,2025-08-24,神奈川県,12767,55.27
2025,34,8,2025-08-18,2025-08-24,新潟県,2971,58.25
2025,34,8,2025-08-18,2025-08-24,富山県,2569,54.66
2025,34,8,2025-08-18,2025-08-24,石川県,1983,42.19
2025,34,8,2025-08-18,2025-08-24,福井県,1232,31.59
2025,34,8,2025-08-18,2025-08-24,山梨県,1287,36.77
2025,34,8,2025-08-18,2025-08-24,長野県,3942,49.28
2025,34,8,2025-08-18,2025-08-24,岐阜県,1702,37.82
2025,34,8,2025-08-18,2025-08-24,静岡県,5620,40.72
2025,34,8,2025-08-18,2025-08-24,愛知県,9161,56.2
2025,34,8,2025-08-18,2025-08-24,三重県,2998,43.45
2025,34,8,2025-08-18,2025-08-24,滋賀県,2492,42.97
2025,34,8,2025-08-18,2025-08-24,京都府,2526,40.1
2025,34,8,2025-08-18,2025-08-24,大阪府,8574,29.46
2025,34,8,2025-08-18,2025-08-24,兵庫県,6055,37.15
2025,34,8,2025-08-18,2025-08-24,奈良県,1293,30.79
2025,34,8,2025-08-18,2025-08-24,和歌山県,1642,36.49
2025,34,8,2025-08-18,2025-08-24,鳥取県,1389,47.9
2025,34,8,2025-08-18,2025-08-24,島根県,981,49.05
2025,34,8,2025-08-18,2025-08-24,岡山県,2487,49.74
2025,34,8,2025-08-18,2025-08-24,広島県,4098,43.14
2025,34,8,2025-08-18,2025-08-24,山口県,3253,51.63
2025,34,8,2025-08-18,2025-08-24,徳島県,1498,44.06
2025,34,8,2025-08-18,2025-08-24,香川県,1801,45.03
2025,34,8,2025-08-18,2025-08-24,愛媛県,2174,58.76
2025,34,8,2025-08-18,2025-08-24,高知県,1636,43.05
2025,34,8,2025-08-18,2025-08-24,福岡県,5247,43.01
2025,34,8,2025-08-18,2025-08-24,佐賀県,1133,47.21
2025,34,8,2025-08-18,2025-08-24,長崎県,3098,60.75
2025,34,8,2025-08-18,2025-08-24,熊本県,3422,48.2
2025,34,8,2025-08-18,2025-08-24,大分県,3347,57.71
2025,34,8,2025-08-18,2025-08-24,宮崎県,1363,48.68
2025,34,8,2025-08-18,2025-08-24,鹿児島県,3323,58.3
2025,34,8,2025-08-18,2025-08-24,沖縄県,1864,41.42
2025,35,8,2025-08-25,2025-08-31,総数,191135,49.75
2025,35,8,2025-08-25,2025-08-31,北海道,7542,45.16
2025,35,8,2025-08-25,2025-08-31,青森県,2457,47.25
2025,35,8,2025-08-25,2025-08-31,岩手県,3333,81.29
2025,35,8,2025-08-25,2025-08-31,宮城県,3639,66.16
2025,35,8,2025-08-25,2025-08-31,秋田県,1128,45.12
2025,35,8,2025-08-25,2025-08-31,山形県,2363,62.18
2025,35,8,2025-08-25,2025-08-31,福島県,2997,62.44
2025,35,8,2025-08-25,2025-08-31,茨城県,4101,60.31
2025,35,8,2025-08-25,2025-08-31,栃木県,3359,71.47
2025,35,8,2025-08-25,2025-08-31,群馬県,3618,80.4
2025,35,8,2025-08-25,2025-08-31,埼玉県,11699,66.47
2025,35,8,2025-08-25,2025-08-31,千葉県,9908,53.56
2025,35,8,2025-08-25,2025-08-31,東京都,18729,45.02
2025,35,8,2025-08-25,2025-08-31,神奈川県,13197,55.92
2025,35,8,2025-08-25,2025-08-31,新潟県,2903,56.92
2025,35,8,2025-08-25,2025-08-31,富山県,2809,59.77
2025,35,8,2025-08-25,2025-08-31,石川県,2360,50.21
2025,35,8,2025-08-25,2025-08-31,福井県,1278,32.77
2025,35,8,2025-08-25,2025-08-31,山梨県,1360,38.86
2025,35,8,2025-08-25,2025-08-31,長野県,4238,52.32
2025,35,8,2025-08-25,2025-08-31,岐阜県,1639,36.42
2025,35,8,2025-08-25,2025-08-31,静岡県,6111,43.96
2025,35,8,2025-08-25,2025-08-31,愛知県,9375,57.52
2025,35,8,2025-08-25,2025-08-31,三重県,3059,43.7
2025,35,8,2025-08-25,2025-08-31,滋賀県,2541,43.81
2025,35,8,2025-08-25,2025-08-31,京都府,2857,44.64
2025,35,8,2025-08-25,2025-08-31,大阪府,8897,30.57
2025,35,8,2025-08-25,2025-08-31,兵庫県,6760,41.47
2025,35,8,2025-08-25,2025-08-31,奈良県,1492,35.52
2025,35,8,2025-08-25,2025-08-31,和歌山県,1750,38.89
2025,35,8,2025-08-25,2025-08-31,鳥取県,1574,54.28
2025,35,8,2025-08-25,2025-08-31,島根県,1058,52.9
2025,35,8,2025-08-25,2025-08-31,岡山県,2523,50.46
2025,35,8,2025-08-25,2025-08-31,広島県,4181,44.01
2025,35,8,2025-08-25,2025-08-31,山口県,3636,57.71
2025,35,8,2025-08-25,2025-08-31,徳島県,1503,44.21
2025,35,8,2025-08-25,2025-08-31,香川県,1717,42.93
2025,35,8,2025-08-25,2025-08-31,愛媛県,2293,60.34
2025,35,8,2025-08-25,2025-08-31,高知県,1602,42.16
2025,35,8,2025-08-25,2025-08-31,福岡県,5336,43.74
2025,35,8,2025-08-25,2025-08-31,佐賀県,1050,43.75
2025,35,8,2025-08-25,2025-08-31,長崎県,3210,62.94
2025,35,8,2025-08-25,2025-08-31,熊本県,3544,49.92
2025,35,8,2025-08-25,2025-08-31,大分県,3600,62.07
2025,35,8,2025-08-25,2025-08-31,宮崎県,1601,57.18
2025,35,8,2025-08-25,2025-08-31,鹿児島県,3318,58.21
2025,35,8,2025-08-25,2025-08-31,沖縄県,1890,42.0
2025,36,9,2025-09-01,2025-09-07,総数,207429,53.92
2025,36,9,2025-09-01,2025-09-07,北海道,8181,48.7
2025,36,9,2025-09-01,2025-09-07,青森県,2532,48.69
2025,36,9,2025-09-01,2025-09-07,岩手県,3373,82.27
2025,36,9,2025-09-01,2025-09-07,宮城県,4175,75.91
2025,36,9,2025-09-01,2025-09-07,秋田県,1147,45.88
2025,36,9,2025-09-01,2025-09-07,山形県,2758,72.58
2025,36,9,2025-09-01,2025-09-07,福島県,3313,69.02
2025,36,9,2025-09-01,2025-09-07,茨城県,4055,59.63
2025,36,9,2025-09-01,2025-09-07,栃木県,3650,79.35
2025,36,9,2025-09-01,2025-09-07,群馬県,3802,84.49
2025,36,9,2025-09-01,2025-09-07,埼玉県,12574,71.85
2025,36,9,2025-09-01,2025-09-07,千葉県,9981,53.37
2025,36,9,2025-09-01,2025-09-07,東京都,19468,46.57
2025,36,9,2025-09-01,2025-09-07,神奈川県,14250,59.62
2025,36,9,2025-09-01,2025-09-07,新潟県,3269,62.87
2025,36,9,2025-09-01,2025-09-07,富山県,3107,66.11
2025,36,9,2025-09-01,2025-09-07,石川県,2567,54.62
2025,36,9,2025-09-01,2025-09-07,福井県,1449,37.15
2025,36,9,2025-09-01,2025-09-07,山梨県,1190,34.0
2025,36,9,2025-09-01,2025-09-07,長野県,5060,62.47
2025,36,9,2025-09-01,2025-09-07,岐阜県,1591,35.36
2025,36,9,2025-09-01,2025-09-07,静岡県,6883,49.52
2025,36,9,2025-09-01,2025-09-07,愛知県,10182,62.47
2025,36,9,2025-09-01,2025-09-07,三重県,3174,45.34
2025,36,9,2025-09-01,2025-09-07,滋賀県,2603,45.67
2025,36,9,2025-09-01,2025-09-07,京都府,3317,51.83
2025,36,9,2025-09-01,2025-09-07,大阪府,10643,36.57
2025,36,9,2025-09-01,2025-09-07,兵庫県,7415,45.21
2025,36,9,2025-09-01,2025-09-07,奈良県,1475,35.12
2025,36,9,2025-09-01,2025-09-07,和歌山県,1967,43.71
2025,36,9,2025-09-01,2025-09-07,鳥取県,1781,61.41
2025,36,9,2025-09-01,2025-09-07,島根県,1108,55.4
2025,36,9,2025-09-01,2025-09-07,岡山県,2851,57.02
2025,36,9,2025-09-01,2025-09-07,広島県,4650,49.47
2025,36,9,2025-09-01,2025-09-07,山口県,4295,68.17
2025,36,9,2025-09-01,2025-09-07,徳島県,1433,42.15
2025,36,9,2025-09-01,2025-09-07,香川県,1861,46.53
2025,36,9,2025-09-01,2025-09-07,愛媛県,2832,76.54
2025,36,9,2025-09-01,2025-09-07,高知県,1687,44.39
2025,36,9,2025-09-01,2025-09-07,福岡県,6133,50.27
2025,36,9,2025-09-01,2025-09-07,佐賀県,1230,51.25
2025,36,9,2025-09-01,2025-09-07,長崎県,3592,70.43
2025,36,9,2025-09-01,2025-09-07,熊本県,3826,53.89
2025,36,9,2025-09-01,2025-09-07,大分県,3872,66.76
2025,36,9,2025-09-01,2025-09-07,宮崎県,1558,55.64
2025,36,9,2025-09-01,2025-09-07,鹿児島県,3676,64.49
2025,36,9,2025-09-01,2025-09-07,沖縄県,1893,42.07
2025,37,9,2025-09-08,2025-09-14,総数,229689,59.83
2025,37,9,2025-09-08,2025-09-14,北海道,9809,59.09
2025,37,9,2025-09-08,2025-09-14,青森県,2767,53.21
2025,37,9,2025-09-08,2025-09-14,岩手県,3738,91.17
2025,37,9,2025-09-08,2025-09-14,宮城県,4426,80.47
2025,37,9,2025-09-08,2025-09-14,秋田県,1393,55.72
2025,37,9,2025-09-08,2025-09-14,山形県,2859,75.24
2025,37,9,2025-09-08,2025-09-14,福島県,3222,68.55
2025,37,9,2025-09-08,2025-09-14,茨城県,4769,70.13
2025,37,9,2025-09-08,2025-09-14,栃木県,4095,87.13
2025,37,9,2025-09-08,2025-09-14,群馬県,4065,92.39
2025,37,9,2025-09-08,2025-09-14,埼玉県,14293,81.67
2025,37,9,2025-09-08,2025-09-14,千葉県,11714,64.01
2025,37,9,2025-09-08,2025-09-14,東京都,22690,54.41
2025,37,9,2025-09-08,2025-09-14,神奈川県,15589,65.23
2025,37,9,2025-09-08,2025-09-14,新潟県,3401,65.4
2025,37,9,2025-09-08,2025-09-14,富山県,3207,66.81
2025,37,9,2025-09-08,2025-09-14,石川県,2755,58.62
2025,37,9,2025-09-08,2025-09-14,福井県,1465,37.56
2025,37,9,2025-09-08,2025-09-14,山梨県,1427,40.77
2025,37,9,2025-09-08,2025-09-14,長野県,5264,64.99
2025,37,9,2025-09-08,2025-09-14,岐阜県,1800,40.0
2025,37,9,2025-09-08,2025-09-14,静岡県,7812,56.2
2025,37,9,2025-09-08,2025-09-14,愛知県,10769,66.07
2025,37,9,2025-09-08,2025-09-14,三重県,3572,51.03
2025,37,9,2025-09-08,2025-09-14,滋賀県,3076,53.03
2025,37,9,2025-09-08,2025-09-14,京都府,3523,55.05
2025,37,9,2025-09-08,2025-09-14,大阪府,11738,40.34
2025,37,9,2025-09-08,2025-09-14,兵庫県,8397,51.2
2025,37,9,2025-09-08,2025-09-14,奈良県,1794,42.71
2025,37,9,2025-09-08,2025-09-14,和歌山県,2028,45.07
2025,37,9,2025-09-08,2025-09-14,鳥取県,1791,61.76
2025,37,9,2025-09-08,2025-09-14,島根県,1165,58.25
2025,37,9,2025-09-08,2025-09-14,岡山県,3351,67.02
2025,37,9,2025-09-08,2025-09-14,広島県,5175,55.05
2025,37,9,2025-09-08,2025-09-14,山口県,4431,73.85
2025,37,9,2025-09-08,2025-09-14,徳島県,1566,46.06
2025,37,9,2025-09-08,2025-09-14,香川県,2092,53.64
2025,37,9,2025-09-08,2025-09-14,愛媛県,3002,79.0
2025,37,9,2025-09-08,2025-09-14,高知県,1630,42.89
2025,37,9,2025-09-08,2025-09-14,福岡県,6829,55.98
2025,37,9,2025-09-08,2025-09-14,佐賀県,1430,59.58
2025,37,9,2025-09-08,2025-09-14,長崎県,3882,76.12
2025,37,9,2025-09-08,2025-09-14,熊本県,3885,53.96
2025,37,9,2025-09-08,2025-09-14,大分県,4251,73.29
2025,37,9,2025-09-08,2025-09-14,宮崎県,1496,53.43
2025,37,9,2025-09-08,2025-09-14,鹿児島県,4108,72.07
2025,37,9,2025-09-08,2025-09-14,沖縄県,2148,47.73
2025,38,9,2025-09-15,2025-09-21,総数,203282,53.05
2025,38,9,2025-09-15,2025-09-21,北海道,8667,52.53
2025,38,9,2025-09-15,2025-09-21,青森県,2379,45.75
2025,38,9,2025-09-15,2025-09-21,岩手県,3187,77.73
2025,38,9,2025-09-15,2025-09-21,宮城県,3628,65.96
2025,38,9,2025-09-15,2025-09-21,秋田県,1161,46.44
2025,38,9,2025-09-15,2025-09-21,山形県,2317,60.97
2025,38,9,2025-09-15,2025-09-21,福島県,3014,62.79
2025,38,9,2025-09-15,2025-09-21,茨城県,4217,62.01
2025,38,9,2025-09-15,2025-09-21,栃木県,3564,75.83
2025,38,9,2025-09-15,2025-09-21,群馬県,3935,87.44
2025,38,9,2025-09-15,2025-09-21,埼玉県,13256,75.75
2025,38,9,2025-09-15,2025-09-21,千葉県,10276,56.15
2025,38,9,2025-09-15,2025-09-21,東京都,20863,50.15
2025,38,9,2025-09-15,2025-09-21,神奈川県,13824,58.33
2025,38,9,2025-09-15,2025-09-21,新潟県,2792,53.69
2025,38,9,2025-09-15,2025-09-21,富山県,3051,63.56
2025,38,9,2025-09-15,2025-09-21,石川県,2426,51.62
2025,38,9,2025-09-15,2025-09-21,福井県,1378,35.33
2025,38,9,2025-09-15,2025-09-21,山梨県,989,29.09
2025,38,9,2025-09-15,2025-09-21,長野県,3913,48.91
2025,38,9,2025-09-15,2025-09-21,岐阜県,1491,33.13
2025,38,9,2025-09-15,2025-09-21,静岡県,6950,50.0
2025,38,9,2025-09-15,2025-09-21,愛知県,10240,62.82
2025,38,9,2025-09-15,2025-09-21,三重県,3201,45.73
2025,38,9,2025-09-15,2025-09-21,滋賀県,2555,46.45
2025,38,9,2025-09-15,2025-09-21,京都府,3025,48.79
2025,38,9,2025-09-15,2025-09-21,大阪府,10153,34.89
2025,38,9,2025-09-15,2025-09-21,兵庫県,7731,47.14
2025,38,9,2025-09-15,2025-09-21,奈良県,1663,39.6
2025,38,9,2025-09-15,2025-09-21,和歌山県,1770,39.33
2025,38,9,2025-09-15,2025-09-21,鳥取県,1626,56.07
2025,38,9,2025-09-15,2025-09-21,島根県,1068,53.4
2025,38,9,2025-09-15,2025-09-21,岡山県,2818,56.36
2025,38,9,2025-09-15,2025-09-21,広島県,4497,47.84
2025,38,9,2025-09-15,2025-09-21,山口県,3898,61.87
2025,38,9,2025-09-15,2025-09-21,徳島県,1401,41.21
2025,38,9,2025-09-15,2025-09-21,香川県,2003,50.08
2025,38,9,2025-09-15,2025-09-21,愛媛県,2784,73.26
2025,38,9,2025-09-15,2025-09-21,高知県,1537,40.45
2025,38,9,2025-09-15,2025-09-21,福岡県,6314,51.75
2025,38,9,2025-09-15,2025-09-21,佐賀県,1178,49.08
2025,38,9,2025-09-15,2025-09-21,長崎県,3121,61.2
2025,38,9,2025-09-15,2025-09-21,熊本県,3144,44.28
2025,38,9,2025-09-15,2025-09-21,大分県,3685,63.53
2025,38,9,2025-09-15,2025-09-21,宮崎県,1353,48.32
2025,38,9,2025-09-15,2025-09-21,鹿児島県,3503,61.46
2025,38,9,2025-09-15,2025-09-21,沖縄県,1736,39.45
2025,39,9,2025-09-22,2025-09-28,総数,210468,54.7
2025,39,9,2025-09-22,2025-09-28,北海道,9193,54.72
2025,39,9,2025-09-22,2025-09-28,青森県,2689,51.71
2025,39,9,2025-09-22,2025-09-28,岩手県,3338,81.41
2025,39,9,2025-09-22,2025-09-28,宮城県,4061,73.84
2025,39,9,2025-09-22,2025-09-28,秋田県,1211,48.44
2025,39,9,2025-09-22,2025-09-28,山形県,2572,67.68
2025,39,9,2025-09-22,2025-09-28,福島県,3003,62.56
2025,39,9,2025-09-22,2025-09-28,茨城県,4430,65.15
2025,39,9,2025-09-22,2025-09-28,栃木県,3740,79.57
2025,39,9,2025-09-22,2025-09-28,群馬県,3914,86.98
2025,39,9,2025-09-22,2025-09-28,埼玉県,13657,78.04
2025,39,9,2025-09-22,2025-09-28,千葉県,10822,58.82
2025,39,9,2025-09-22,2025-09-28,東京都,22023,52.69
2025,39,9,2025-09-22,2025-09-28,神奈川県,15188,63.28
2025,39,9,2025-09-22,2025-09-28,新潟県,3087,59.37
2025,39,9,2025-09-22,2025-09-28,富山県,2984,62.17
2025,39,9,2025-09-22,2025-09-28,石川県,2555,54.36
2025,39,9,2025-09-22,2025-09-28,福井県,1339,34.33
2025,39,9,2025-09-22,2025-09-28,山梨県,1152,32.91
2025,39,9,2025-09-22,2025-09-28,長野県,4095,50.56
2025,39,9,2025-09-22,2025-09-28,岐阜県,1590,35.33
2025,39,9,2025-09-22,2025-09-28,静岡県,6651,47.85
2025,39,9,2025-09-22,2025-09-28,愛知県,10908,66.92
2025,39,9,2025-09-22,2025-09-28,三重県,3232,46.17
2025,39,9,2025-09-22,2025-09-28,滋賀県,2812,48.48
2025,39,9,2025-09-22,2025-09-28,京都府,3384,53.71
2025,39,9,2025-09-22,2025-09-28,大阪府,10130,34.81
2025,39,9,2025-09-22,2025-09-28,兵庫県,7735,47.16
2025,39,9,2025-09-22,2025-09-28,奈良県,1626,38.71
2025,39,9,2025-09-22,2025-09-28,和歌山県,1628,36.18
2025,39,9,2025-09-22,2025-09-28,鳥取県,1601,55.21
2025,39,9,2025-09-22,2025-09-28,島根県,1109,55.45
2025,39,9,2025-09-22,2025-09-28,岡山県,2745,54.9
2025,39,9,2025-09-22,2025-09-28,広島県,4714,50.15
2025,39,9,2025-09-22,2025-09-28,山口県,3748,59.49
2025,39,9,2025-09-22,2025-09-28,徳島県,1415,41.62
2025,39,9,2025-09-22,2025-09-28,香川県,1869,46.73
2025,39,9,2025-09-22,2025-09-28,愛媛県,2676,72.32
2025,39,9,2025-09-22,2025-09-28,高知県,1497,39.39
2025,39,9,2025-09-22,2025-09-28,福岡県,6143,50.35
2025,39,9,2025-09-22,2025-09-28,佐賀県,1124,46.83
2025,39,9,2025-09-22,2025-09-28,長崎県,3323,65.16
2025,39,9,2025-09-22,2025-09-28,熊本県,3552,49.33
2025,39,9,2025-09-22,2025-09-28,大分県,3699,63.78
2025,39,9,2025-09-22,2025-09-28,宮崎県,1247,44.54
2025,39,9,2025-09-22,2025-09-28,鹿児島県,3306,58.0
2025,39,9,2025-09-22,2025-09-28,沖縄県,1951,43.36
2025,40,9,2025-09-29,2025-10-05,総数,226261,58.86
2025,40,9,2025-09-29,2025-10-05,北海道,10318,61.78
2025,40,9,2025-09-29,2025-10-05,青森県,2773,53.33
2025,40,9,2025-09-29,2025-10-05,岩手県,3961,96.61
2025,40,9,2025-09-29,2025-10-05,宮城県,4233,76.96
2025,40,9,2025-09-29,2025-10-05,秋田県,1219,48.76
2025,40,9,2025-09-29,2025-10-05,山形県,2795,73.55
2025,40,9,2025-09-29,2025-10-05,福島県,3387,70.56
2025,40,9,2025-09-29,2025-10-05,茨城県,4643,68.28
2025,40,9,2025-09-29,2025-10-05,栃木県,3665,77.98
2025,40,9,2025-09-29,2025-10-05,群馬県,4430,98.44
2025,40,9,2025-09-29,2025-10-05,埼玉県,14119,80.68
2025,40,9,2025-09-29,2025-10-05,千葉県,12183,65.5
2025,40,9,2025-09-29,2025-10-05,東京都,24051,57.68
2025,40,9,2025-09-29,2025-10-05,神奈川県,16675,70.36
2025,40,9,2025-09-29,2025-10-05,新潟県,3167,60.9
2025,40,9,2025-09-29,2025-10-05,富山県,3371,70.23
2025,40,9,2025-09-29,2025-10-05,石川県,2493,53.04
2025,40,9,2025-09-29,2025-10-05,福井県,1344,34.46
2025,40,9,2025-09-29,2025-10-05,山梨県,1190,34.0
2025,40,9,2025-09-29,2025-10-05,長野県,4940,60.99
2025,40,9,2025-09-29,2025-10-05,岐阜県,1664,36.98
2025,40,9,2025-09-29,2025-10-05,静岡県,6805,48.96
2025,40,9,2025-09-29,2025-10-05,愛知県,11349,69.63
2025,40,9,2025-09-29,2025-10-05,三重県,3064,43.77
2025,40,9,2025-09-29,2025-10-05,滋賀県,2753,47.47
2025,40,9,2025-09-29,2025-10-05,京都府,3672,58.29
2025,40,9,2025-09-29,2025-10-05,大阪府,11152,38.32
2025,40,9,2025-09-29,2025-10-05,兵庫県,8369,51.03
2025,40,9,2025-09-29,2025-10-05,奈良県,1801,43.93
2025,40,9,2025-09-29,2025-10-05,和歌山県,1907,42.38
2025,40,9,2025-09-29,2025-10-05,鳥取県,1672,57.66
2025,40,9,2025-09-29,2025-10-05,島根県,1197,59.85
2025,40,9,2025-09-29,2025-10-05,岡山県,2898,57.96
2025,40,9,2025-09-29,2025-10-05,広島県,4976,52.94
2025,40,9,2025-09-29,2025-10-05,山口県,4009,63.63
2025,40,9,2025-09-29,2025-10-05,徳島県,1559,45.85
2025,40,9,2025-09-29,2025-10-05,香川県,2130,53.25
2025,40,9,2025-09-29,2025-10-05,愛媛県,3009,81.32
2025,40,9,2025-09-29,2025-10-05,高知県,1449,38.13
2025,40,9,2025-09-29,2025-10-05,福岡県,6531,53.53
2025,40,9,2025-09-29,2025-10-05,佐賀県,1148,47.83
2025,40,9,2025-09-29,2025-10-05,長崎県,3236,63.45
2025,40,9,2025-09-29,2025-10-05,熊本県,3546,49.25
2025,40,9,2025-09-29,2025-10-05,大分県,4180,72.07
2025,40,9,2025-09-29,2025-10-05,宮崎県,1368,48.86
2025,40,9,2025-09-29,2025-10-05,鹿児島県,3619,63.49
2025,40,9,2025-09-29,2025-10-05,沖縄県,2241,49.8
2025,41,10,2025-10-06,2025-10-12,総数,230808,60.2
2025,41,10,2025-10-06,2025-10-12,北海道,10858,65.81
2025,41,10,2025-10-06,2025-10-12,青森県,3039,58.44
2025,41,10,2025-10-06,2025-10-12,岩手県,4054,96.52
2025,41,10,2025-10-06,2025-10-12,宮城県,4181,76.02
2025,41,10,2025-10-06,2025-10-12,秋田県,1381,55.24
2025,41,10,2025-10-06,2025-10-12,山形県,2880,75.79
2025,41,10,2025-10-06,2025-10-12,福島県,3377,70.35
2025,41,10,2025-10-06,2025-10-12,茨城県,4532,66.65
2025,41,10,2025-10-06,2025-10-12,栃木県,4123,87.72
2025,41,10,2025-10-06,2025-10-12,群馬県,4228,93.96
2025,41,10,2025-10-06,2025-10-12,埼玉県,14355,82.03
2025,41,10,2025-10-06,2025-10-12,千葉県,12350,69.38
2025,41,10,2025-10-06,2025-10-12,東京都,24700,59.38
2025,41,10,2025-10-06,2025-10-12,神奈川県,17722,74.15
2025,41,10,2025-10-06,2025-10-12,新潟県,3295,63.37
2025,41,10,2025-10-06,2025-10-12,富山県,3391,70.65
2025,41,10,2025-10-06,2025-10-12,石川県,2694,57.32
2025,41,10,2025-10-06,2025-10-12,福井県,1354,34.72
2025,41,10,2025-10-06,2025-10-12,山梨県,1319,37.69
2025,41,10,2025-10-06,2025-10-12,長野県,4854,60.68
2025,41,10,2025-10-06,2025-10-12,岐阜県,1714,38.09
2025,41,10,2025-10-06,2025-10-12,静岡県,7179,51.65
